(metHb, 20140122)
Conc: 7.81
Wavelength (nm),Abs,
799.9994507,0.002535800682,
797.9880371,0.002306496492,
796.0095825,0.001727306517,
793.9949341,0.00198293291,
792.0133667,0.002599389059,
789.9954834,0.002125980798,
788.0108032,0.001734141726,
785.9898071,0.001903028577,
784.0020142,0.001572542824,
782.0127563,0.002041550819,
779.9869995,0.001449026167,
777.9946289,0.001782952808,
776.0007324,0.001522404607,
774.0053101,0.002078223508,
772.0083618,0.001358079957,
770.0099487,0.001767929411,
768.0100098,0.001432975405,
766.0085449,0.001268866356,
764.0056763,0.00146115548,
762.0011597,0.001142555149,
759.9953003,0.001352471183,
757.987915,0.001249525347,
756.0142212,0.00127764151,
754.0039063,0.0009821361164,
751.9921265,0.001323519275,
750.0140991,0.001040126081,
747.9993896,0.0009537536534,
745.9832153,0.001253601164,
744.0009766,0.001217465266,
742.017334,0.0008028701413,
739.9967651,0.0007659159601,
738.0103149,0.0008557784604,
735.9869385,0.0008662312175,
733.9976807,0.001021703356,
732.007019,0.0007666680031,
730.0149536,0.0007984873373,
727.9859009,0.001007251209,
725.9910889,0.0007611964247,
723.994873,0.0009167347453,
721.9973755,0.000910820323,
719.9984131,0.001013374538,
717.9981689,0.0008803415112,
715.996521,0.0009655837785,
713.9935913,0.0009027529741,
711.9891968,0.001189950039,
709.9834595,0.0007704799646,
708.0123291,0.0009295237251,
706.0039673,0.0006841352442,
703.9943237,0.0009816432139,
701.9833374,0.0008744016523,
700.006958,0.0006744646234,
697.9933472,0.0007731250371,
696.0144043,0.000675112824,
693.99823,0.001060910989,
692.0166626,0.0006546833902,
689.9978638,0.0009185765521,
688.0137939,0.0006961135659,
685.9924316,0.001249084016,
684.0059204,0.0007164152339,
681.9818726,0.00104845548,
679.9928589,0.001413653023,
678.0025635,0.001326583093,
676.0109863,0.001532120048,
673.9819946,0.001897698618,
671.9879761,0.001597536146,
669.9926758,0.001805852749,
667.9962158,0.002331558149,
665.9985962,0.002458241768,
663.9996948,0.00286803674,
661.9995728,0.003549374873,
659.99823,0.004153398331,
657.9957275,0.004826548975,
655.9920044,0.006157687865,
653.9871826,0.007217159029,
652.0175171,0.008428264409,
650.0102539,0.009649241343,
648.0018311,0.01119706593,
645.9921875,0.013669312,
644.0179443,0.01532733254,
642.0060425,0.01674845442,
639.9928589,0.01867267117,
638.0151978,0.01981747709,
635.9998169,0.02103518508,
633.9832764,0.02147410437,
632.0021362,0.02216998115,
629.9833374,0.02233714052,
628.000061,0.0219280608,
626.015686,0.02181750722,
623.9934082,0.02178778499,
622.0067749,0.0211092867,
619.9822998,0.02085619606,
617.9935303,0.02045949548,
616.0036621,0.02019517682,
614.0126953,0.01984917931,
611.9837646,0.01964031532,
609.9906006,0.01971518062,
607.99646,0.01982961595,
606.0011597,0.01981690712,
604.0048828,0.02034003846,
602.0073853,0.02078914456,
600.0089722,0.02090413496,
598.0094604,0.0214637965,
596.0089111,0.0219259914,
594.0073242,0.02263126522,
592.0046997,0.02362920716,
590.0010376,0.02456712723,
587.9963379,0.02593473904,
585.9906006,0.02670551836,
583.9837646,0.02786129154,
582.0131836,0.02897938527,
580.0043335,0.03009553812,
577.9945068,0.03061114997,
575.9837036,0.03064951114,
574.0090942,0.0305339098,
571.9962769,0.03032828309,
569.9824829,0.03001375683,
568.0049438,0.02966121025,
565.9891357,0.02949234284,
564.0096436,0.0294813998,
561.9918823,0.02956745774,
560.010498,0.0298512429,
557.9907837,0.03075266629,
556.0075073,0.03179765493,
553.9858398,0.03321774304,
552.0006714,0.03486150131,
550.0146484,0.03661980852,
547.9900513,0.03865554184,
546.0020752,0.04033450782,
544.0131836,0.0420181118,
541.9857788,0.04322817177,
539.9950562,0.04439940676,
538.0032959,0.04506583512,
536.0107422,0.04551659897,
534.0172729,0.04565693066,
531.9852295,0.04591759294,
529.9899292,0.04593655467,
527.9937744,0.04623299837,
525.9966431,0.04663505778,
523.9986572,0.04716599733,
521.9998169,0.04768559337,
520,0.04856804386,
517.9993896,0.04939665645,
515.9979248,0.05020924285,
513.9956055,0.05146688595,
511.9923096,0.05225334689,
509.9881897,0.05324180797,
507.9832153,0.05389674753,
506.0152588,0.05477779731,
504.0085449,0.05531473085,
502.0010376,0.05558681488,
499.9926758,0.05576823279,
497.9833984,0.05565066263,
496.011322,0.05557307601,
494.0004578,0.05493757874,
491.9887085,0.05450061336,
490.0141602,0.05379190296,
488.000824,0.05334172025,
485.9866028,0.05259422213,
484.0095825,0.05212849379,
481.9937744,0.05159842595,
480.0152588,0.05104390904,
477.9978638,0.05052999407,
476.0177002,0.05056050047,
473.9986572,0.05086183548,
472.0169373,0.05092190579,
469.9963379,0.05128009245,
468.0131226,0.05195556581,
465.9909363,0.0527944155,
464.006134,0.05356749892,
461.9823914,0.05485723913,
459.9960938,0.05608445778,
458.0090332,0.05743757263,
455.9830627,0.05877437815,
453.9944763,0.06081390753,
452.005188,0.06282757968,
450.0151978,0.06530828029,
447.986145,0.06869084388,
445.9945984,0.07281530648,
444.0024109,0.07786533237,
442.0094299,0.08400691301,
440.0157776,0.09150931984,
437.9829712,0.1011173129,
435.987915,0.1137406752,
433.9920959,0.1290319264,
431.995575,0.1475850791,
429.9983521,0.1720689982,
428.0003967,0.2025342286,
426.0018005,0.2404123992,
424.0024414,0.2844321132,
422.0024414,0.342410624,
420.0017395,0.4113144875,
418.0003967,0.495811373,
415.9983215,0.5919632316,
413.995575,0.7033730745,
411.9921265,0.8050959706,
409.9880981,0.8987546563,
407.9833069,0.962247014,
406.01651,0.9816292524,
404.0104675,0.9586646557,
402.0037231,0.9059436917,
399.9963379,0.8291301727,
397.9883423,0.746904552,
396.0183411,0.6737347245,
394.0090027,0.6060625315,
391.999054,0.553450346,
389.9884949,0.5059285164,
388.0159607,0.4678393006,
386.0041504,0.4355251491,
383.9916687,0.4042024314,
382.017334,0.3758428991,
380.0036316,0.349352628,
377.9893188,0.3254531324,
376.0131531,0.3065694571,
373.9976196,0.2898021042,
371.9815063,0.2762520015,
370.0035095,0.2663562,
367.9861755,0.2576673031,
366.0071106,0.2503398955,
363.9885559,0.2428441346,
362.0083008,0.2366832942,
359.9886475,0.2292927355,
358.0072021,0.2222954482,
355.9863892,0.2148704082,
354.0038452,0.207308054,
351.981842,0.1987124383,
349.99823,0.1907361746,
348.0140076,0.1828159541,
345.9903259,0.1751615107,
344.0050659,0.1675902158,
342.0191956,0.1600230336,
339.9938965,0.1521048397,
338.006958,0.1450372636,
335.9805298,0.1375162601,
333.9925842,0.130305618,
332.0040894,0.1232042536,
330.0150757,0.1165141612,
327.9865417,0.1095267758,
325.9964294,0.1033033654,
324.0058899,0.09768404067,
322.0148315,0.09171371162,
319.9841919,0.08699726313,
317.9920959,0.08273484558,
315.9995117,0.07892714441,
314.0064392,0.07596837729,
312.0128784,0.07319498807,
310.0187988,0.07199869305,
307.9851379,0.07139256597,
305.9900818,0.07211851329,
303.9945984,0.074811019,
301.9985962,0.0794897303,
300.0021667,0.08659944683,
